City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,mokhsogollokh,61.4681,128.9203,238.4,97,64,2.08,RU,1679342219
281,nago,26.5881,127.9761,294.62,89,95,5.1,JP,1679342220
282,sarapul,56.4763,53.7978,273.87,96,100,4.39,RU,1679342220
283,ridgecrest,35.6225,-117.6709,291.31,39,75,7.72,US,1679342220
284,vestmanna,62.1564,-7.1664,275.66,75,75,9.26,FO,1679342221
285,trinidad,-14.8333,-64.9,299.14,89,75,2.57,BO,1679342221
286,ginda,30.6945,78.4932,282.77,85,100,0.69,IN,1679342222
287,henties bay,-22.116,14.2845,290.64,86,1,5.71,NA,1679342222
288,madang,-5.2246,145.7966,297.61,91,29,1.2,PG,1679342223
289,del rio,29.3627,-100.8968,284.21,76,100,7.72,US,1679342223
290,alyangula,-13.8483,136.4192,300.27,84,54,5.12,AU,1679342224
291,straumen,63.8709,11.2999,275.15,86,100,2.76,NO,1679342224
292,camapua,-19.5314,-54.0439,297.61,86,80,2.46,BR,1679342225
293,changji,44.0167,87.3167,270.59,100,75,2.0,CN,1679342225
294,teya,60.3778,92.6267,248.39,99,98,1.85,RU,1679342226
295,yulara,-25.2406,130.9889,296.31,33,88,3.66,AU,1679342226
296,san andres,12.5847,-81.7006,303.16,66,20,6.17,CO,1679342226
297,sohag,26.557,31.6948,291.31,37,0,3.26,EG,1679342227
298,palu,-0.8917,119.8707,296.94,96,99,1.04,ID,1679342227
299,port lincoln,-34.7333,135.8667,289.68,84,0,3.77,AU,1679342228
300,luang prabang,19.8856,102.1347,295.73,61,0,0.67,LA,1679342228
301,manokwari,-0.8667,134.0833,298.71,81,100,1.39,ID,1679342229
302,dunedin,-45.8742,170.5036,285.26,67,100,1.34,NZ,1679342229
303,hangu,39.2489,117.7892,284.17,68,18,2.59,CN,1679342230
304,ucluelet,48.9329,-125.5528,282.64,90,100,1.15,CA,1679342067
305,flinders,-34.5833,150.8552,290.47,90,100,1.79,AU,1679342230
306,half moon bay,37.4636,-122.4286,287.82,63,100,3.6,US,1679342216
307,hoa binh,20.8133,105.3383,296.03,97,40,0.73,VN,1679342233
308,changde,29.0464,111.6783,284.61,97,100,1.65,CN,1679342233
309,coos bay,43.3665,-124.2179,282.77,71,100,5.14,US,1679342234
310,temanggung,-7.3162,110.1755,296.63,94,100,0.29,ID,1679342235
311,cayenne,4.9333,-52.3333,298.17,94,75,1.54,GF,1679342235
312,beyneu,45.3167,55.2,279.91,58,4,5.94,KZ,1679342236
313,salalah,17.0151,54.0924,301.2,74,40,1.03,OM,1679342018
314,guilin,25.2819,110.2864,287.21,92,100,0.15,CN,1679342237
315,sukumo,32.9333,132.7333,285.29,87,100,2.36,JP,1679342237
316,coquimbo,-29.9533,-71.3436,295.0,68,0,5.66,CL,1679342237
317,puerto carreno,6.189,-67.4859,309.14,32,20,4.12,CO,1679342238
318,nouakchott,18.0858,-15.9785,296.11,70,0,6.48,MR,1679342238
319,srednekolymsk,67.45,153.6833,247.11,97,100,5.94,RU,1679342239
320,fortuna,40.5982,-124.1573,286.44,62,75,1.34,US,1679342239
321,vaitape,-16.5167,-151.75,301.26,68,7,3.93,PF,1679342240
322,lagunas,-5.2269,-75.6753,303.95,60,99,0.7,PE,1679342240
323,sao joao do piaui,-8.3581,-42.2467,300.5,78,81,0.76,BR,1679342241
324,daru,-9.0763,143.2092,299.58,86,100,2.65,PG,1679342241
325,ponta do sol,32.6667,-17.1,292.04,68,5,2.12,PT,1679342241
326,ostersund,63.1792,14.6357,273.4,69,0,4.63,SE,1679341949
327,quelimane,-17.8786,36.8883,298.12,83,40,2.06,MZ,1679342242
328,itarema,-2.9248,-39.9167,297.2,90,100,3.93,BR,1679342242
329,kloulklubed,7.0419,134.2556,298.43,76,32,7.41,PW,1679342243
330,kuching,1.55,110.3333,298.83,93,20,1.03,MY,1679342243
331,itaituba,-4.2761,-55.9836,304.24,66,40,4.63,BR,1679342244
332,erzin,36.9559,36.2,284.22,87,18,0.82,TR,1679342244
333,namibe,-15.1961,12.1522,296.64,72,93,2.75,AO,1679342245
334,fort nelson,58.8053,-122.7002,273.92,51,20,0.0,CA,1679342245
335,hope,33.6671,-93.5916,287.18,29,100,3.84,US,1679342245
336,alekseyevsk,57.8406,108.3492,245.33,100,40,1.16,RU,1679342246
337,fuerte,17.5381,120.3644,297.2,80,91,1.61,PH,1679342246
338,linares,-35.85,-71.6,304.25,12,4,2.2,CL,1679342247
339,narsaq,60.9167,-46.05,272.7,60,100,6.78,GL,1679342247
340,ust-barguzin,53.45,108.9833,263.69,88,100,3.24,RU,1679342248
341,den helder,52.9599,4.7593,282.05,99,100,6.26,NL,1679342248
342,mount isa,-20.7333,139.5,294.02,78,65,0.0,AU,1679342249
343,dicabisagan,17.0818,122.4157,295.48,90,90,1.77,PH,1679342249
344,faya,18.3851,42.4509,286.44,42,18,3.27,SA,1679342250
345,sulangan,11.1373,123.7228,298.75,76,10,4.89,PH,1679342250
346,biak,-0.9131,122.8766,297.75,85,100,0.39,ID,1679342250
347,mayo,38.8876,-76.5119,286.04,36,0,6.69,US,1679341988
348,komatsu,36.4026,136.4509,279.14,81,40,0.51,JP,1679342251
349,port-de-bouc,43.4,4.9833,287.16,67,0,2.06,FR,1679342251
350,chuncheng,22.1731,111.7886,293.76,97,54,1.42,CN,1679342252
351,grindavik,63.8424,-22.4338,273.41,59,0,8.23,IS,1679342252
352,vozuca,44.3614,18.3578,284.53,88,100,1.35,BA,1679342253
353,key largo,25.0865,-80.4473,296.48,68,95,6.02,US,1679342235
354,pangody,65.85,74.4859,260.42,90,71,4.34,RU,1679342255
355,ribas do rio pardo,-20.4431,-53.7592,298.73,81,93,2.99,BR,1679342256
356,totness,5.8833,-56.3167,299.58,69,52,6.54,SR,1679342256
357,kuhdasht,33.535,47.6061,283.9,58,100,0.17,IR,1679342257
358,saint-augustin,51.226,-58.6502,272.73,74,100,12.28,CA,1679342258
359,qujing,25.4833,103.7833,287.37,52,16,9.49,CN,1679342258
360,vao,-22.6667,167.4833,297.98,67,7,8.43,NC,1679342259
361,alta floresta,-9.8756,-56.0861,302.05,70,40,6.17,BR,1679342259
362,alofi,-19.0595,-169.9187,300.09,83,97,3.09,NU,1679342260
363,belaya gora,68.5333,146.4167,244.19,98,100,0.38,RU,1679342260
364,salinopolis,-0.6136,-47.3561,296.73,94,100,5.88,BR,1679342261
365,chernyshevskiy,63.0128,112.4714,232.95,100,53,1.02,RU,1679342261
366,nangong,37.3581,115.3744,282.1,81,32,3.59,CN,1679342261
367,boquira,-12.8231,-42.7306,301.21,46,96,0.49,BR,1679342262
368,portland,45.5234,-122.6762,283.86,79,100,4.63,US,1679341968
369,jhargram,22.45,86.9833,296.52,74,39,2.3,IN,1679342262
370,saint george,37.1041,-113.5841,286.62,71,100,3.6,US,1679342051
371,porteirinha,-15.7433,-43.0283,305.7,27,100,4.06,BR,1679342263
372,asfi,32.2994,-9.2372,288.89,77,0,6.21,MA,1679342263
373,santa vitoria do palmar,-33.5189,-53.3681,295.6,72,97,6.3,BR,1679342264
374,saint-michel-des-saints,46.6834,-73.9159,275.34,93,100,4.11,CA,1679342264
375,baruun-urt,46.6806,113.2792,273.76,35,100,1.76,MN,1679342265
376,rreshen,41.7675,19.8756,284.75,78,100,0.77,AL,1679342265
377,port hardy,50.6996,-127.4199,280.25,100,100,1.54,CA,1679342266
378,pevek,69.7008,170.3133,248.4,86,100,4.75,RU,1679342266
379,mehamn,71.0357,27.8492,270.1,63,75,7.2,NO,1679342267
380,te anau,-45.4167,167.7167,280.21,89,100,3.91,NZ,1679342267
381,hirara,24.8,125.2833,295.07,94,40,3.09,JP,1679342268
382,quang ngai,15.1167,108.8,295.44,94,32,2.12,VN,1679342268
383,cannes,43.55,7.0167,287.91,77,0,1.54,FR,1679341970
384,diamantino,-14.4086,-56.4461,295.66,97,100,2.22,BR,1679342269
385,rafai,4.95,23.9167,294.14,78,48,0.34,CF,1679342269
386,blyth,55.1271,-1.5086,285.42,84,40,2.06,GB,1679342270
387,aswan,24.0934,32.907,293.76,21,0,3.09,EG,1679342270
388,lanzhou,36.0564,103.7922,282.52,28,6,1.16,CN,1679342270
389,bouloupari,-21.8667,166.05,295.1,76,31,2.25,NC,1679342271
390,polson,47.6936,-114.1632,281.75,68,100,0.45,US,1679342271
391,bucerias,20.75,-105.3333,301.9,42,0,4.23,MX,1679341972
392,haizhou,34.5817,119.1289,280.66,93,56,2.04,CN,1679342272
393,salinas,36.6777,-121.6555,289.24,68,75,3.09,US,1679342273
394,burgeo,47.6167,-57.6152,270.32,78,100,18.08,CA,1679342273
395,belmonte,-15.8631,-38.8828,300.51,71,13,3.65,BR,1679342274
396,manavalakurichi,8.1333,77.3,299.39,80,100,3.46,IN,1679342274
397,kerugoya,-0.4989,37.2803,289.96,89,94,1.09,KE,1679342274
398,bundaberg,-24.85,152.35,296.05,97,12,1.79,AU,1679342275
399,kieta,-6.2167,155.6333,298.2,82,7,1.83,PG,1679342275
400,vostok,46.4856,135.8833,267.89,83,88,2.48,RU,1679342276
401,lyngseidet,69.5763,20.2189,269.15,83,72,4.8,NO,1679342276
402,ostrovnoy,68.0531,39.5131,267.83,90,30,10.81,RU,1679342276
403,darhan,49.4867,105.9228,264.77,88,100,11.32,MN,1679342277
404,santarem,-2.4431,-54.7083,303.22,74,40,3.09,BR,1679342278
405,cap-aux-meules,47.3821,-61.8597,272.16,55,20,13.89,CA,1679342279
406,tahoua,14.8888,5.2692,302.14,35,51,4.39,NE,1679342280
407,beloeil,45.5668,-73.1992,278.85,51,20,11.32,CA,1679342186
408,qostanay,53.1667,63.5833,265.31,79,75,5.0,KZ,1679342282
409,yaan,7.3833,8.5667,304.28,44,61,2.42,NG,1679342282
410,puerto penasco,31.3167,-113.5333,291.43,74,85,7.15,MX,1679342052
411,aranos,-24.1333,19.1167,297.75,28,58,3.27,NA,1679342283
412,thinadhoo,0.5333,72.9333,300.63,78,100,3.79,MV,1679342283
413,bengkulu,-3.8004,102.2655,297.36,90,95,2.0,ID,1679342284
414,sakakah,29.9697,40.2064,287.91,59,87,5.9,SA,1679342284
415,port hedland,-20.3167,118.5667,303.18,84,67,1.54,AU,1679342285
416,chinhoyi,-17.3667,30.2,292.36,87,71,2.25,ZW,1679342285
417,kilinochchi,9.3961,80.3982,297.06,92,99,2.98,LK,1679342286
418,hun,29.1268,15.9477,297.82,15,100,9.29,LY,1679342287
419,ancud,-41.8697,-73.8203,287.92,64,98,3.0,CL,1679342287
420,atambua,-9.1061,124.8925,295.17,88,65,1.47,ID,1679342287
421,ardmore,34.1743,-97.1436,285.18,42,100,7.6,US,1679342283
422,rockland,41.1668,-74.0496,285.36,24,0,2.68,US,1679342151
423,north platte,41.1239,-100.7654,284.33,31,0,7.6,US,1679342289
424,araouane,18.9048,-3.5265,298.47,9,0,4.76,ML,1679342289
425,klyuchevskiy,53.5317,119.4519,267.16,98,96,0.45,RU,1679342290
426,juneau,58.3019,-134.4197,277.16,97,100,1.54,US,1679342290
427,beira,-19.8436,34.8389,297.1,77,0,2.96,MZ,1679342291
428,yashan,22.1975,109.9419,294.96,93,76,3.0,CN,1679342291
429,madingou,-4.1536,13.55,296.28,91,49,0.28,CG,1679342292
430,norman wells,65.282,-126.8329,265.17,67,40,5.66,CA,1679342293
431,paracuru,-3.41,-39.0306,299.88,90,100,3.27,BR,1679342293
432,plouzane,48.3833,-4.6167,284.25,84,100,6.69,FR,1679342294
433,camacha,33.0833,-16.3333,288.83,63,40,5.66,PT,1679342294
434,tilichiki,60.4667,166.1,251.52,99,100,2.37,RU,1679342295
435,la ronge,55.1001,-105.2842,266.29,45,40,5.14,CA,1679342295
436,yeppoon,-23.1333,150.7333,296.03,65,0,7.96,AU,1679342296
437,bosilegrad,42.5011,22.4724,284.62,63,100,1.66,RS,1679342296
438,atikokan,48.7555,-91.6216,267.75,67,100,2.48,CA,1679342297
439,ola,59.5833,151.2833,253.4,84,50,3.93,RU,1679342297
440,komsomolskiy,40.4272,71.7189,284.55,66,40,1.03,UZ,1679342298
441,raudeberg,61.9875,5.1352,276.52,54,31,2.99,NO,1679342298
442,puerto ayacucho,5.6639,-67.6236,309.97,23,74,2.77,VE,1679342299
443,yakeshi,49.2833,120.7333,264.37,98,97,0.78,CN,1679342299
444,loandjili,-4.7561,11.8578,299.43,79,93,2.09,CG,1679342300
445,nuuk,64.1835,-51.7216,266.41,77,79,4.4,GL,1679342302
446,rio grande,-32.035,-52.0986,304.21,86,48,4.75,BR,1679342303
447,talnakh,69.4865,88.3972,258.09,93,100,10.5,RU,1679342305
448,tiksi,71.6872,128.8694,240.83,98,90,4.53,RU,1679342305
449,rock sound,24.9,-76.2,296.96,82,37,5.51,BS,1679342306
450,marawi,7.9986,124.2928,294.14,98,89,0.76,PH,1679342306
451,rovaniemi,66.5,25.7167,263.82,79,0,1.54,FI,1679342307
452,koslan,63.4564,48.8989,273.44,97,100,5.12,RU,1679342307
453,dukat,62.55,155.55,240.32,100,86,2.57,RU,1679342308
454,yagodnoye,62.55,149.6667,242.47,100,99,1.2,RU,1679342309
455,makakilo city,21.3469,-158.0858,299.51,67,0,4.12,US,1679342309
456,semey,50.4111,80.2275,262.59,87,50,1.02,KZ,1679342311
457,chapais,49.7834,-74.8492,266.03,67,100,4.14,CA,1679342311
458,murgab,37.4966,61.9714,286.08,41,41,0.0,TM,1679342312
459,eston,51.1501,-108.7514,267.7,88,92,2.34,CA,1679342312
460,honningsvag,70.9821,25.9704,270.01,63,75,5.14,NO,1679342313
461,betioky,-23.7167,44.3833,296.61,82,0,4.17,MG,1679342313
462,shaoyang,27.2315,111.4525,287.21,94,100,1.58,CN,1679342314
463,glomfjord,66.8167,13.9667,270.0,91,100,4.36,NO,1679342314
464,kibala,9.1104,18.3463,302.12,54,20,1.54,TD,1679342314
465,varadero,23.1536,-81.2514,295.14,84,100,8.18,CU,1679342315
466,nokia,61.4667,23.5,273.14,98,40,1.54,FI,1679342315
467,pemba,-12.974,40.5178,299.54,89,75,1.54,MZ,1679342316
468,fairbanks,64.8378,-147.7164,271.61,64,0,0.0,US,1679342316
469,mabai,23.0128,104.4508,287.44,93,100,1.83,CN,1679342316
470,zhicheng,30.2956,111.5047,282.43,88,100,0.86,CN,1679342317
471,coihaique,-45.5752,-72.0662,291.49,48,0,1.54,CL,1679342317
472,dingle,10.9995,122.6711,294.6,88,11,2.97,PH,1679342318
473,livingston,55.9029,-3.5226,283.42,93,75,1.03,GB,1679342318
474,bardiyah,31.7561,25.0865,287.41,79,10,2.15,LY,1679342318
475,jalu,29.0331,21.5482,291.5,27,4,4.8,LY,1679342319
476,smithers,54.7804,-127.1743,277.33,52,40,0.0,CA,1679342319
477,tarko-sale,64.9225,77.785,263.54,92,61,5.75,RU,1679342320
478,tutoia,-2.7619,-42.2744,296.88,92,100,4.48,BR,1679342320
479,buala,-8.145,159.5921,299.8,81,71,3.01,SB,1679342321
480,radford,37.1318,-80.5764,283.87,27,0,2.57,US,1679342321
481,sur,22.5667,59.5289,298.84,58,1,4.22,OM,1679342324
482,lincoln,40.8,-96.667,291.12,27,0,3.58,US,1679342174
483,fare,-16.7,-151.0167,301.14,70,69,4.19,PF,1679342325
484,sangolqui,-0.3341,-78.4522,293.42,73,100,2.53,EC,1679342326
485,mana,5.6592,-53.7767,299.69,67,50,5.11,GF,1679342327
486,humaita,-7.5061,-63.0208,300.6,84,100,1.65,BR,1679342327
487,scarborough,54.2797,-0.4044,284.63,90,100,2.24,GB,1679342232
488,ondjiva,-17.0667,15.7333,300.17,50,70,0.0,AO,1679342329
489,rincon,32.296,-81.2354,289.13,35,20,4.12,US,1679342329
490,haimen,23.1935,116.6142,291.09,90,60,0.22,CN,1679342330
491,dawei,14.0833,98.2,296.78,86,23,1.07,MM,1679342330
492,paka,4.6374,103.4368,299.11,94,98,0.0,MY,1679342331
493,kununurra,-15.7667,128.7333,297.14,94,92,0.0,AU,1679342331
494,sechura,-5.5569,-80.8222,303.42,59,53,5.28,PE,1679342331
495,makasar,-5.14,119.4221,298.18,100,40,1.03,ID,1679342332
496,vila velha,-20.3297,-40.2925,303.12,78,20,6.69,BR,1679342332
497,kutum,14.2,24.6667,297.23,14,54,5.94,SD,1679342333
498,pemangkat,1.1667,108.9667,297.94,87,100,1.34,ID,1679342333
499,jumla,29.2747,82.1838,279.77,100,100,1.66,NP,1679342333
500,maryville,35.7565,-83.9705,284.64,33,0,3.58,US,1679342334
501,namtsy,62.7161,129.6658,239.94,93,6,3.57,RU,1679342334
502,terre haute,39.4667,-87.4139,283.85,36,0,6.69,US,1679342174
503,saint anthony,45.0205,-93.218,276.56,54,0,5.66,US,1679342335
504,guaruja,-23.9931,-46.2564,302.53,37,100,2.68,BR,1679342081
505,abonnema,4.7084,6.7931,300.46,73,38,3.42,NG,1679342336
506,dessau,51.8386,12.2456,283.96,84,84,1.34,DE,1679342336
507,salgueiro,-8.0742,-39.1192,301.55,53,76,2.06,BR,1679342337
508,haines junction,60.7522,-137.5108,274.12,64,96,1.54,CA,1679342337
509,balabac,7.9868,117.0645,299.63,82,100,4.04,PH,1679342337
510,dakar,14.6937,-17.4441,297.64,79,2,6.1,SN,1679342338
511,coahuayana,18.7333,-103.6833,305.64,28,0,4.34,MX,1679342338
512,grand gaube,-20.0064,57.6608,298.37,81,9,1.34,MU,1679342339
513,estacion coahuila,32.1939,-115.0017,298.77,25,99,5.53,MX,1679342339
514,cabedelo,-6.9811,-34.8339,302.52,75,25,5.0,BR,1679342340
515,phan thiet,10.9333,108.1,296.64,84,100,1.51,VN,1679342340
516,asyut,27.181,31.1837,290.25,38,0,3.59,EG,1679342341
517,sangar,63.9242,127.4739,233.06,99,94,1.83,RU,1679342341
518,antofagasta,-23.65,-70.4,295.75,71,15,2.93,CL,1679342342
519,beringovskiy,63.05,179.3167,263.22,88,100,13.56,RU,1679342342
520,shemonaikha,50.6328,81.9056,254.57,97,39,1.03,KZ,1679342343
521,warrnambool,-38.3833,142.4833,288.33,77,100,2.96,AU,1679342343
522,zavyalovo,54.5053,82.4484,264.13,90,100,5.19,RU,1679342344
523,lagoa,39.05,-27.9833,288.12,82,100,7.54,PT,1679342344
524,namatanai,-3.6667,152.4333,298.49,75,15,1.88,PG,1679342345
525,zyryanka,65.75,150.85,249.85,99,100,1.32,RU,1679342345
526,shimoda,34.6667,138.95,283.76,77,100,1.9,JP,1679342346
527,manicore,-5.8092,-61.3003,302.12,74,20,3.6,BR,1679342347
528,teahupoo,-17.8333,-149.2667,300.13,78,100,5.99,PF,1679342348
529,vieux fort,13.7167,-60.95,300.79,65,75,13.89,LC,1679342349
530,port pirie,-33.1833,138.0167,292.01,80,70,1.27,AU,1679342350
531,alanya,36.5438,31.9998,288.09,53,0,2.57,TR,1679342308
532,okhotsk,59.3833,143.3,248.78,75,13,5.24,RU,1679342350
533,hastings,50.8552,0.5729,283.14,97,100,7.21,GB,1679342351
534,valparaiso,-33.0393,-71.6273,294.82,72,100,4.12,CL,1679342352
535,shitanjing,39.2342,106.3439,278.52,30,50,3.6,CN,1679342352
536,sitka,57.0531,-135.33,279.09,81,40,2.06,US,1679342353
537,lata,40.1629,-8.3327,287.49,87,93,0.8,PT,1679342353
538,zhanakorgan,43.9098,67.2495,280.42,46,40,4.3,KZ,1679342354
539,sinnamary,5.3833,-52.95,299.16,71,72,5.67,GF,1679342354
540,nanortalik,60.1432,-45.2371,273.13,73,100,4.02,GL,1679342355
541,huarmey,-10.0681,-78.1522,299.84,72,54,4.29,PE,1679342355
542,jacareacanga,-6.2222,-57.7528,301.14,81,40,1.58,BR,1679342356
543,maiquetia,10.5962,-66.9548,301.23,61,73,8.23,VE,1679342357
544,sibanicu,21.235,-77.5264,299.23,67,100,1.11,CU,1679342358
545,hambantota,6.1241,81.1185,298.49,83,76,1.26,LK,1679342358
546,kyren,51.6828,102.1408,260.57,83,100,2.42,RU,1679342358
547,novoagansk,61.9449,76.6625,267.65,96,98,3.83,RU,1679342359
548,surt,31.2089,16.5887,293.19,49,100,9.9,LY,1679342360
549,clyde river,70.4692,-68.5914,251.28,71,100,5.14,CA,1679342360
550,hofn,64.2539,-15.2082,270.16,63,100,8.75,IS,1679342361
551,cedar city,37.6775,-113.0619,276.69,93,75,4.63,US,1679342137
552,new glasgow,45.5834,-62.6486,276.03,65,54,7.87,CA,1679342361
553,westport,41.1415,-73.3579,285.29,29,0,5.66,US,1679342097
554,besikduzu,41.052,39.2284,282.09,92,100,5.11,TR,1679342362
555,mapiripan,2.8892,-72.1256,307.73,28,91,4.31,CO,1679342362
556,nzerekore,7.7562,-8.8179,299.13,59,41,1.69,GN,1679342363
557,dauphin,51.1494,-100.0502,261.23,72,0,4.12,CA,1679342364
558,guliston,40.4897,68.7842,285.46,65,53,2.65,UZ,1679342364
559,kiama,-34.6833,150.8667,292.59,92,100,4.98,AU,1679342365
560,caborca,30.5838,-111.101,295.38,33,77,9.27,MX,1679342365
